date,station,tobs
2017-07-04,USC00513117,77.0
2017-07-04,USC00516128,77.0
2017-07-05,USC00519397,80.0
2017-07-05,USC00516128,75.0
2017-07-05,USC00517948,80.0
2017-07-05,USC00519281,77.0
2017-07-05,USC00513117,77.0
2017-07-05,USC00514830,81.0
2017-07-05,USC00519523,80.0
2017-07-06,USC00517948,79.0
2017-07-06,USC00519397,81.0
2017-07-06,USC00516128,74.0
2017-07-06,USC00519523,79.0
2017-07-06,USC00513117,76.0
2017-07-06,USC00519281,74.0
2017-07-07,USC00519397,79.0
2017-07-07,USC00519281,75.0
2017-07-07,USC00517948,79.0
2017-07-07,USC00514830,77.0
2017-07-07,USC00519523,79.0
2017-07-07,USC00516128,74.0
2017-07-07,USC00513117,77.0
2017-07-08,USC00516128,71.0
2017-07-08,USC00519397,80.0
2017-07-08,USC00514830,81.0
2017-07-08,USC00519281,78.0
2017-07-08,USC00513117,76.0
2017-07-08,USC00519523,77.0
2017-07-09,USC00513117,76.0
2017-07-09,USC00519523,82.0
2017-07-09,USC00519281,78.0
2017-07-09,USC00519397,80.0
2017-07-09,USC00514830,82.0
2017-07-09,USC00516128,78.0
2017-07-10,USC00519397,80.0
2017-07-10,USC00517948,78.0
2017-07-10,USC00519281,69.0
2017-07-10,USC00513117,79.0
2017-07-10,USC00514830,80.0
2017-07-10,USC00516128,77.0
2017-07-10,USC00519523,82.0
2017-07-11,USC00513117,76.0
2017-07-11,USC00519281,72.0
2017-07-11,USC00516128,74.0
2017-07-11,USC00519397,78.0
2017-07-11,USC00517948,81.0
2017-07-11,USC00514830,79.0
2017-07-11,USC00519523,79.0
2017-07-12,USC00514830,81.0
2017-07-12,USC00516128,72.0
2017-07-12,USC00519523,82.0
2017-07-12,USC00513117,78.0
2017-07-12,USC00519281,74.0
2017-07-12,USC00519397,81.0
2017-07-12,USC00517948,80.0
2017-07-13,USC00517948,81.0
2017-07-13,USC00519281,74.0
2017-07-13,USC00516128,77.0
2017-07-13,USC00514830,81.0
2017-07-13,USC00513117,76.0
2017-07-13,USC00519397,79.0
2017-07-13,USC00519523,79.0
2017-07-14,USC00514830,80.0
2017-07-14,USC00519397,81.0
2017-07-14,USC00513117,80.0
2017-07-14,USC00516128,76.0
2017-07-14,USC00519281,76.0
2017-07-14,USC00519523,80.0
2017-07-15,USC00519523,82.0
2017-07-15,USC00519397,80.0
2017-07-15,USC00513117,79.0
2017-07-15,USC00516128,78.0
2017-07-15,USC00514830,82.0
2017-07-15,USC00519281,80.0
2017-07-16,USC00519397,78.0
2017-07-16,USC00514830,79.0
2017-07-16,USC00516128,75.0
2017-07-16,USC00519523,82.0
2017-07-16,USC00513117,76.0
2017-07-16,USC00519281,80.0
2017-07-17,USC00514830,82.0
2017-07-17,USC00519397,80.0
2017-07-17,USC00519523,82.0
2017-07-17,USC00519281,76.0
2017-07-17,USC00516128,72.0
2017-07-17,USC00513117,75.0
2017-07-18,USC00514830,82.0
2017-07-18,USC00519397,80.0
2017-07-18,USC00516128,77.0
2017-07-18,USC00513117,78.0
2017-07-18,USC00517948,78.0
2017-07-18,USC00519523,83.0
2017-07-18,USC00519281,76.0
2017-07-19,USC00517948,81.0
2017-07-19,USC00519281,76.0
2017-07-19,USC00513117,78.0
2017-07-19,USC00514830,80.0
2017-07-19,USC00516128,74.0
2017-07-19,USC00519523,80.0
2017-07-20,USC00514830,79.0
2017-07-20,USC00519523,80.0
2017-07-20,USC00513117,78.0
2017-07-20,USC00516128,75.0
2017-07-20,USC00517948,80.0
2017-07-20,USC00519281,77.0
2017-07-20,USC00519397,80.0
2017-07-21,USC00514830,79.0
2017-07-21,USC00519281,77.0
2017-07-21,USC00516128,72.0
2017-07-21,USC00519523,80.0
2017-07-21,USC00513117,78.0
2017-07-21,USC00517948,81.0
2017-07-21,USC00519397,80.0
2017-07-22,USC00519281,77.0
2017-07-22,USC00519523,78.0
2017-07-22,USC00513117,78.0
2017-07-22,USC00519397,81.0
2017-07-22,USC00516128,72.0
2017-07-22,USC00514830,80.0
2017-07-23,USC00514830,82.0
2017-07-23,USC00516128,78.0
2017-07-23,USC00513117,75.0
2017-07-23,USC00519281,82.0
2017-07-23,USC00519397,81.0
2017-07-24,USC00519397,78.0
2017-07-24,USC00519523,79.0
2017-07-24,USC00519281,75.0
2017-07-24,USC00513117,78.0
2017-07-24,USC00516128,77.0
2017-07-24,USC00514830,79.0
2017-07-25,USC00519281,77.0
2017-07-25,USC00519397,80.0
2017-07-25,USC00517948,81.0
2017-07-25,USC00519523,80.0
2017-07-25,USC00516128,79.0
2017-07-25,USC00513117,78.0
2017-07-25,USC00514830,80.0
2017-07-26,USC00513117,78.0
2017-07-26,USC00519281,75.0
2017-07-26,USC00514830,79.0
2017-07-26,USC00519397,82.0
2017-07-26,USC00517948,78.0
2017-07-26,USC00519523,84.0
2017-07-26,USC00516128,73.0
2017-07-27,USC00519523,80.0
2017-07-27,USC00514830,80.0
2017-07-27,USC00519281,76.0
2017-07-27,USC00519397,79.0
2017-07-27,USC00516128,75.0
2017-07-27,USC00513117,77.0
2017-07-27,USC00517948,79.0
2017-07-28,USC00519397,81.0
2017-07-28,USC00513117,77.0
2017-07-28,USC00514830,81.0
2017-07-28,USC00517948,80.0
2017-07-28,USC00519523,81.0
2017-07-28,USC00519281,81.0
2017-07-28,USC00516128,73.0
2017-07-29,USC00513117,78.0
2017-07-29,USC00519523,83.0
2017-07-29,USC00514830,82.0
2017-07-29,USC00516128,77.0
2017-07-29,USC00519397,81.0
2017-07-29,USC00519281,82.0
2017-07-30,USC00519523,84.0
2017-07-30,USC00516128,79.0
2017-07-30,USC00519397,81.0
2017-07-30,USC00513117,78.0
2017-07-30,USC00519281,81.0
2017-07-31,USC00519281,76.0
2017-07-31,USC00519523,82.0
2017-07-31,USC00516128,74.0
2017-07-31,USC00514830,81.0
2017-07-31,USC00517948,81.0
2017-07-31,USC00519397,80.0
2017-07-31,USC00513117,77.0
2017-08-01,USC00519523,75.0
2017-08-01,USC00516128,72.0
2017-08-01,USC00514830,74.0
2017-08-01,USC00519397,77.0
2017-08-02,USC00514830,80.0
2017-08-02,USC00516128,80.0
2017-08-02,USC00519523,83.0
2017-08-02,USC00519397,73.0
2017-08-03,USC00514830,81.0
2017-08-03,USC00519523,80.0
2017-08-03,USC00519397,79.0
2017-08-03,USC00516128,76.0
2017-08-04,USC00514830,81.0
2017-08-04,USC00519281,77.0
2017-08-04,USC00519523,82.0
2017-08-04,USC00519397,80.0
2017-08-05,USC00519397,81.0
2017-08-05,USC00519281,82.0
2017-08-05,USC00516128,77.0
2017-08-06,USC00519281,83.0
2017-08-06,USC00519397,80.0
2017-08-06,USC00516128,79.0
2017-08-06,USC00514830,82.0
2017-08-06,USC00519523,83.0
2017-08-07,USC00514830,81.0
2017-08-07,USC00519523,83.0
2017-08-07,USC00516128,78.0
2017-08-07,USC00519397,80.0
2017-08-08,USC00516128,74.0
2017-08-08,USC00519523,82.0
2017-08-08,USC00514830,78.0
2017-08-08,USC00519397,80.0
2017-08-09,USC00516128,71.0
2017-08-09,USC00519397,80.0
2017-08-09,USC00514830,81.0
2017-08-10,USC00514830,81.0
2017-08-10,USC00519397,81.0
2017-08-10,USC00519523,80.0
2017-08-10,USC00516128,75.0
2017-08-11,USC00516128,72.0
2017-08-11,USC00514830,81.0
2017-08-11,USC00519397,78.0
2017-08-11,USC00519523,81.0
2017-08-12,USC00519397,80.0
2017-08-12,USC00516128,74.0
2017-08-12,USC00519523,83.0
2017-08-13,USC00516128,80.0
2017-08-13,USC00519523,84.0
2017-08-13,USC00514830,81.0
2017-08-13,USC00519397,81.0
2017-08-13,USC00519281,77.0
2017-08-14,USC00519397,79.0
2017-08-14,USC00519523,75.0
2017-08-14,USC00514830,81.0
2017-08-14,USC00516128,79.0
2017-08-14,USC00519281,77.0
2017-08-15,USC00514830,82.0
2017-08-15,USC00519281,77.0
2017-08-15,USC00519523,79.0
2017-08-15,USC00519397,78.0
2017-08-15,USC00516128,70.0
2017-08-16,USC00514830,82.0
2017-08-16,USC00519281,76.0
2017-08-16,USC00519523,79.0
2017-08-16,USC00516128,71.0
2017-08-17,USC00514830,78.0
2017-08-17,USC00516128,72.0
2017-08-17,USC00519281,76.0
2017-08-17,USC00519523,83.0
2017-08-18,USC00519281,79.0
2017-08-18,USC00516128,76.0
2017-08-18,USC00519397,80.0
2017-08-18,USC00514830,77.0
2017-08-19,USC00519523,85.0
2017-08-19,USC00514830,80.0
2017-08-19,USC00519397,79.0
2017-08-19,USC00516128,71.0
2017-08-20,USC00519397,81.0
2017-08-20,USC00516128,78.0
2017-08-20,USC00514830,80.0
2017-08-21,USC00516128,76.0
2017-08-21,USC00514830,79.0
2017-08-21,USC00519523,82.0
2017-08-21,USC00519397,81.0
2017-08-22,USC00519397,82.0
2017-08-22,USC00519523,82.0
2017-08-22,USC00516128,76.0
2017-08-23,USC00519397,81.0
2017-08-23,USC00514830,82.0
2017-08-23,USC00519523,82.0
2017-08-23,USC00516128,76.0
